Unnamed: 0,species,observed_on,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,Pres_1,Pres_2,Pres_3,Pres_4,Pres_5,Pres_6,Pres_7,Pres_8,Pres_9,Pres_10,Pres_11,Pres_12,Pres_13,Pres_14,RelHum_1,RelHum_2,RelHum_3,RelHum_4,RelHum_5,RelHum_6,RelHum_7,RelHum_8,RelHum_9,RelHum_10,RelHum_11,RelHum_12,RelHum_13,RelHum_14,SpecHum_1,SpecHum_2,SpecHum_3,SpecHum_4,SpecHum_5,SpecHum_6,SpecHum_7,SpecHum_8,SpecHum_9,SpecHum_10,SpecHum_11,SpecHum_12,SpecHum_13,SpecHum_14,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,Tmax_1,Tmax_2,Tmax_3,Tmax_4,Tmax_5,Tmax_6,Tmax_7,Tmax_8,Tmax_9,Tmax_10,Tmax_11,Tmax_12,Tmax_13,Tmax_14,Tmin_1,Tmin_2,Tmin_3,Tmin_4,Tmin_5,Tmin_6,Tmin_7,Tmin_8,Tmin_9,Tmin_10,Tmin_11,Tmin_12,Tmin_13,Tmin_14,latitude,longitude,geometry,cod_prov,name,cod_ccaa,cartodb_id,created_at,updated_at,longitude_3035,latitude_3035,LC,elevation
43,Boletus edulis,2023-11-06 10:36:09+01:00,11.1875,7.8125,15.875,78.875,13.125,0.5,5.9375,5.1875,3.625,0.25,0.125,0.5,0.125,2.6875,101283.0,101183.0,101144.0,101152.0,101106.0,101079.0,101118.0,101116.0,101133.0,101148.0,101180.0,101201.0,101156.0,101058.0,87.625,86.4375,87.5,87.5,85.4375,79.375,84.9375,84.0,80.6875,77.6875,79.5,79.3125,77.6875,81.375,0.018432617,0.018371582,0.018371582,0.018249512,0.018310547,0.0178833,0.018127441,0.018371582,0.018005371,0.017700195,0.017944336,0.018188477,0.017944336,0.018188477,26.0625,26.25,26.0,25.9375,26.375,27.25,26.3125,26.6875,27.0625,27.375,27.25,27.5,27.625,27.125,26.4375,27.0625,26.5625,26.5625,27.25,27.6875,27.125,27.125,27.375,27.6875,27.6875,27.8125,27.9375,27.6875,25.6875,25.75,25.25,25.5,25.8125,26.625,25.5,25.9375,26.25,27.0,27.0,27.25,27.3125,26.1875,40.8879916667,-3.9763716667,POINT (-3.9763716667 40.8879916667),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.9763716667,40.8879916667,25,1637.0
102,Boletus edulis,2015-10-22 10:32:22+02:00,0.25,0.125,0.25,0.3125,0.8125,1.0,0.0625,6.4375,2.125,1.25,8.1875,6.9375,1.4375,3.3125,101212.0,101200.0,101293.0,101404.0,101378.0,101300.0,101190.0,101190.0,101238.0,101350.0,101418.0,101385.0,101262.0,101263.0,77.75,79.0625,77.6875,80.3125,84.625,81.625,80.3125,86.125,86.25,83.4375,88.3125,86.4375,81.8125,84.8125,0.017211914,0.017456055,0.017150879,0.017578125,0.018432617,0.018066406,0.0178833,0.018188477,0.018371582,0.018127441,0.018310547,0.018066406,0.017700195,0.018066406,27.0,26.9375,26.9375,26.75,26.6875,27.0,27.0625,26.1875,26.3125,26.6875,25.875,26.0625,26.5625,26.3125,27.125,27.0625,27.25,27.0,26.875,27.3125,27.25,26.9375,26.5625,27.0625,26.5,26.4375,27.0625,26.8125,26.875,26.8125,26.5625,26.4375,26.5,26.875,26.75,25.5625,26.0625,25.8125,25.4375,25.5625,26.0625,25.625,42.1678368281,-2.3650706559,POINT (-2.3650706559 42.1678368281),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.3650706559,42.1678368281,29,1055.0
149,Boletus edulis,2017-09-23 10:36:00+02:00,0.6875,0.6875,3.0625,4.625,1.0,0.0625,0.0625,0.0,0.8125,0.625,1.0625,0.8125,0.9375,1.25,101429.0,101415.0,101413.0,101512.0,101516.0,101472.0,101352.0,101283.0,101339.0,101374.0,101387.0,101354.0,101355.0,101366.0,81.25,76.0625,85.125,90.3125,85.9375,79.0,75.5625,79.6875,80.75,82.25,82.0,80.125,80.0625,79.375,0.016479492,0.01550293,0.017211914,0.01751709,0.017211914,0.016052246,0.014953613,0.015930176,0.016235352,0.016601562,0.016357422,0.016174316,0.016052246,0.01586914,25.5625,25.625,25.5,24.75,25.3125,25.625,25.125,25.25,25.375,25.4375,25.25,25.4375,25.3125,25.25,25.875,25.9375,26.0,25.25,25.5625,25.8125,25.6875,25.4375,25.625,25.75,25.5,25.625,25.625,25.625,25.3125,25.25,24.6875,24.4375,25.0,25.375,24.6875,24.9375,25.125,25.125,24.8125,25.125,25.0,25.0,42.872761,-1.218694,POINT (-1.218694 42.872761),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.218694,42.872761,23,1206.0
291,Boletus edulis,2017-09-02 12:01:00+02:00,0.0625,0.0,0.1875,0.0,0.125,0.125,0.375,0.6875,0.625,1.8125,0.4375,0.6875,0.3125,0.25,100902.0,100890.0,100877.0,100832.0,100810.0,100853.0,100841.0,100782.0,100804.0,100745.0,100736.0,100735.0,100866.0,100967.0,68.625,66.5,65.3125,63.9375,64.25,65.375,64.125,67.125,68.8125,70.8125,66.5625,65.5625,63.8125,64.125,0.015075684,0.0146484375,0.014343262,0.014038086,0.014099121,0.014343262,0.014038086,0.014526367,0.014892578,0.01586914,0.014892578,0.014465332,0.013977051,0.014160156,26.75,26.75,26.8125,26.75,26.875,26.75,26.875,26.4375,26.625,26.9375,27.0625,26.9375,26.875,26.9375,31.0625,31.1875,31.3125,31.6875,31.875,31.375,31.625,30.8125,31.375,30.875,31.6875,31.75,31.875,31.8125,23.5,23.375,23.125,22.875,23.25,23.5625,24.0,22.4375,23.0625,23.9375,23.75,23.75,23.875,23.875,42.6987997636,0.7805740914,POINT (0.7805740914 42.6987997636),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.7805740914,42.6987997636,24,1418.0
327,Boletus edulis,2023-12-16 12:59:41+00:00,4.75,3.3125,2.5,1.0,0.5,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95006.0,95176.0,95188.0,95045.0,95134.0,95068.0,94749.0,94784.0,94966.0,95158.0,94998.0,94915.0,94996.0,95041.0,67.75,70.6875,71.75,63.9375,68.5,59.875,53.75,51.375,52.125,51.25,53.375,52.75,50.5625,51.875,0.017944336,0.017456055,0.016967773,0.016601562,0.016662598,0.016235352,0.016052246,0.015075684,0.014465332,0.014160156,0.015625,0.014892578,0.013549805,0.013244629,28.875,27.625,26.9375,28.5625,27.4375,29.3125,31.0625,30.75,29.625,29.6875,30.5625,30.0625,29.125,28.5,31.375,28.4375,28.0,30.375,28.1875,30.1875,33.125,32.6875,31.5,31.1875,31.9375,32.125,31.25,30.625,26.5625,26.125,25.625,27.375,26.3125,28.125,29.125,28.8125,27.6875,27.9375,28.75,27.75,26.8125,25.9375,28.357655,-16.6539766667,POINT (-16.6539766667 28.357655),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-16.6539766667,28.357655,24,814.0
329,Boletus edulis,2023-12-16 12:40:12+01:00,9.6875,3.375,1.375,0.9375,1.1875,4.5,7.4375,1.75,3.0,6.375,0.5,0.1875,0.8125,0.75,101099.0,101172.0,101103.0,101024.0,101110.0,101206.0,101154.0,101100.0,101138.0,101166.0,101183.0,101171.0,101144.0,101096.0,84.0625,81.5625,82.5,76.875,78.875,83.6875,82.6875,81.5,82.75,78.75,73.375,74.4375,80.125,79.625,0.019042969,0.01940918,0.019165039,0.018615723,0.018493652,0.018676758,0.018432617,0.018310547,0.018371582,0.0178833,0.017333984,0.01776123,0.018371582,0.018493652,27.3125,28.1875,27.75,28.5,27.875,27.0625,27.0,27.1875,27.0,27.375,28.0625,28.25,27.5625,27.75,27.8125,29.0,28.5625,29.125,28.25,27.6875,27.5625,28.0625,27.375,27.9375,28.4375,28.5,27.9375,28.5625,26.375,27.0,26.625,27.875,27.5625,26.3125,26.25,26.4375,26.5625,26.875,27.5625,27.9375,27.0625,26.6875,43.054154432,-7.5011897524,POINT (-7.5011897524 43.054154432),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-7.5011897524,43.054154432,20,481.0
366,Boletus edulis,2023-11-19 14:26:00+01:00,5.4375,0.75,1.25,8.125,13.9375,3.6875,0.25,1.0625,8.9375,3.9375,4.125,22.1875,3.0,7.0,101138.0,101198.0,101219.0,101248.0,101193.0,101196.0,101284.0,101293.0,101315.0,101232.0,101176.0,101181.0,101260.0,101275.0,87.25,77.875,81.5,86.0625,88.25,82.8125,77.5,81.3125,86.9375,82.1875,83.625,86.5625,81.8125,86.4375,0.019165039,0.018371582,0.018859863,0.018920898,0.018981934,0.018676758,0.018127441,0.018371582,0.018676758,0.018310547,0.018249512,0.018432617,0.0178833,0.018676758,26.8125,28.0,27.6875,26.8125,26.4375,27.3125,27.875,27.375,26.4375,27.0625,26.6875,26.3125,26.75,26.625,27.625,28.375,28.25,27.75,26.875,27.75,28.25,28.375,26.75,27.6875,27.25,26.9375,27.25,27.125,26.3125,27.4375,26.875,26.25,25.9375,26.4375,27.3125,25.9375,26.0,26.125,26.125,25.875,25.75,26.0625,43.5224785371,-5.724595148,POINT (-5.724595148 43.5224785371),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-5.724595148,43.5224785371,3,44.0
369,Boletus edulis,2023-10-15 19:10:05+02:00,0.1875,0.1875,0.5,0.125,1.1875,0.4375,0.25,0.9375,0.875,1.625,0.8125,4.3125,8.0625,0.375,101110.0,101135.0,101238.0,101318.0,101324.0,101335.0,101358.0,101316.0,101294.0,101344.0,101458.0,101496.0,101430.0,101445.0,81.25,80.0625,81.375,77.875,77.8125,76.5,78.375,79.6875,78.625,82.9375,80.375,81.625,89.25,76.375,0.018493652,0.017822266,0.018005371,0.017028809,0.016601562,0.016540527,0.016967773,0.016906738,0.016662598,0.01751709,0.017333984,0.01739502,0.017822266,0.016296387,27.375,27.0625,27.0,26.8125,26.375,26.625,26.625,26.3125,26.25,26.25,26.5625,26.375,25.25,26.4375,27.625,27.375,27.1875,27.0625,26.75,26.875,26.8125,26.875,26.4375,26.75,27.0,26.8125,25.4375,26.6875,27.125,26.75,26.75,26.3125,25.75,26.25,26.25,25.9375,26.0,25.0625,25.8125,25.9375,25.0,26.0,41.1300083333,-3.2466,POINT (-3.2466 41.1300083333),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.2466,41.1300083333,28,1339.0
390,Boletus edulis,2023-10-08 10:19:12+02:00,0.0,1.0625,0.875,0.0625,11.625,0.875,0.0,0.0,0.0,1.1875,0.375,0.0,0.0,0.0,99672.0,99694.0,99731.0,99879.0,99900.0,99804.0,99775.0,99777.0,99852.0,99802.0,99757.0,99667.0,99667.0,99698.0,56.875,65.5,62.5625,63.375,75.1875,63.625,54.5625,58.3125,60.1875,63.625,57.0,54.125,54.5625,51.5,0.015686035,0.017333984,0.016723633,0.016418457,0.018432617,0.017150879,0.014831543,0.01586914,0.016174316,0.01727295,0.015686035,0.014831543,0.014709473,0.013793945,30.8125,29.375,29.9375,29.25,27.9375,29.875,30.8125,30.375,29.6875,29.875,30.625,30.625,30.3125,30.375,36.75,33.625,35.625,33.875,31.25,34.625,37.3125,36.0,33.8125,34.4375,36.6875,36.8125,36.625,36.625,25.5625,26.0,25.1875,24.75,25.0625,25.625,24.9375,25.25,26.4375,25.5,25.125,25.125,24.6875,24.75,42.3726378227,2.3587718233,POINT (2.3587718233 42.3726378227),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,2.3587718233,42.3726378227,27,1648.0
402,Boletus edulis,2020-10-15 11:24:28+02:00,0.0,0.0,0.125,0.0,0.125,0.0,1.0,0.625,1.75,0.625,0.75,2.5625,0.3125,0.0625,101314.0,101338.0,101194.0,101095.0,101114.0,101164.0,101168.0,101204.0,101226.0,101215.0,101273.0,101299.0,101295.0,101248.0,81.0625,83.125,81.0625,76.3125,80.0,80.3125,85.0625,85.0625,86.0,83.8125,84.1875,86.125,82.875,82.6875,0.017211914,0.0178833,0.017578125,0.016296387,0.016723633,0.016967773,0.017700195,0.018066406,0.018005371,0.017700195,0.017700195,0.01751709,0.017089844,0.016967773,26.25,26.5,26.625,26.375,26.0,26.1875,25.875,26.25,26.0,26.1875,26.0625,25.5625,25.8125,25.75,26.5625,26.6875,26.9375,26.6875,26.125,26.5,26.0625,26.5625,26.1875,26.375,26.4375,25.875,26.1875,26.0,25.75,26.0625,26.3125,25.9375,25.75,25.8125,25.6875,25.9375,25.875,25.8125,25.75,25.1875,25.4375,25.3125,42.9799601861,-2.8589028865,POINT (-2.8589028865 42.9799601861),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.8589028865,42.9799601861,23,680.0
410,Boletus edulis,2023-11-29 11:57:41+01:00,0.25,2.9375,4.25,0.125,3.3125,1.625,2.5625,2.75,1.375,11.75,6.5,15.1875,1.5625,4.125,100993.0,101006.0,101134.0,101165.0,101034.0,100925.0,101132.0,101136.0,101053.0,101142.0,101140.0,101179.0,101181.0,101197.0,77.375,81.0625,82.5,74.5,80.5,80.625,82.0625,82.4375,76.25,83.5625,85.125,86.75,83.3125,85.625,0.018310547,0.018432617,0.018310547,0.017700195,0.018310547,0.018249512,0.018127441,0.018493652,0.017578125,0.018371582,0.018676758,0.018981934,0.018981934,0.018859863,28.0625,27.375,27.0,28.1875,27.375,27.3125,26.9375,27.1875,27.6875,26.8125,26.75,26.75,27.4375,26.875,28.5,27.9375,28.0,28.4375,28.0,28.0625,27.5,27.8125,28.3125,27.25,27.3125,27.1875,27.75,27.3125,27.8125,26.6875,26.0,27.8125,26.0,26.125,26.1875,26.3125,27.0625,26.3125,26.3125,26.3125,27.0625,26.3125,42.90745122,-2.24296571,POINT (-2.24296571 42.90745122),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.24296571,42.90745122,23,791.0
438,Boletus edulis,2023-11-23 12:05:00+01:00,4.4375,2.1875,4.3125,2.375,2.25,0.625,1.0625,9.875,16.0,5.1875,2.125,1.4375,10.3125,1.875,101122.0,101152.0,101062.0,101145.0,101130.0,101188.0,101206.0,101236.0,101186.0,101191.0,101278.0,101284.0,101301.0,101217.0,83.875,79.5625,80.8125,84.375,84.0,76.75,80.375,85.8125,88.9375,81.6875,80.5,80.75,87.5,80.8125,0.018432617,0.018127441,0.018310547,0.018493652,0.018859863,0.018249512,0.018798828,0.018798828,0.019042969,0.018493652,0.018432617,0.018371582,0.018676758,0.018249512,26.75,27.4375,27.375,26.75,27.1875,28.1875,27.9375,26.8125,26.375,27.375,27.5625,27.5,26.375,27.3125,27.0625,28.375,28.0625,27.5,27.8125,28.4375,28.375,27.9375,26.75,28.0,27.875,28.3125,26.75,27.5,26.3125,26.5625,26.6875,26.25,26.5625,27.9375,27.375,26.0625,26.0,26.375,26.9375,26.0,25.9375,27.0,43.3620778,-5.0817781,POINT (-5.0817781 43.3620778),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-5.0817781,43.3620778,21,207.0
439,Boletus edulis,2023-11-24 11:57:49+01:00,10.0,4.8125,1.6875,2.625,3.1875,2.375,2.3125,1.3125,9.4375,16.4375,7.6875,2.4375,1.5,10.75,100902.0,101123.0,101142.0,101056.0,101142.0,101120.0,101176.0,101198.0,101226.0,101177.0,101185.0,101269.0,101278.0,101290.0,84.0,85.9375,79.3125,80.6875,84.0,82.75,79.0625,81.4375,86.1875,89.1875,80.75,81.375,81.5625,86.625,0.018493652,0.018615723,0.018066406,0.018310547,0.018493652,0.018859863,0.018493652,0.018920898,0.018798828,0.019042969,0.018371582,0.018554688,0.018554688,0.018676758,26.875,26.5625,27.5,27.375,26.8125,27.4375,27.875,27.8125,26.75,26.3125,27.5,27.5,27.4375,26.5625,27.875,26.875,28.375,28.25,27.5,28.25,28.5625,28.4375,27.6875,26.75,28.0625,28.0,28.0,27.1875,26.0625,26.3125,26.3125,26.5,26.25,26.4375,27.5,26.9375,26.125,25.875,26.25,27.0,26.75,26.0625,43.3287924069,-4.4916798686,POINT (-4.4916798686 43.3287924069),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-4.4916798686,43.3287924069,21,90.0
470,Boletus edulis,2023-11-19 11:59:00+01:00,21.625,23.5,2.5625,1.5625,3.5625,5.75,0.25,1.5625,6.8125,2.6875,6.875,6.5,2.875,5.4375,101137.0,101166.0,101173.0,101182.0,101149.0,101168.0,101238.0,101273.0,101278.0,101176.0,101126.0,101153.0,101189.0,101247.0,86.4375,86.8125,86.125,82.375,84.875,81.625,78.0625,83.375,83.6875,79.375,79.125,82.6875,82.8125,86.125,0.018676758,0.019042969,0.01928711,0.018676758,0.018554688,0.018554688,0.018310547,0.018432617,0.018310547,0.018188477,0.017578125,0.017944336,0.018188477,0.018432617,26.5625,26.8125,27.125,27.375,26.75,27.375,27.9375,26.9375,26.75,27.625,27.0,26.6875,26.8125,26.375,27.25,27.625,27.5,27.9375,27.375,28.0,28.4375,27.375,27.25,28.0,27.875,27.4375,27.625,27.1875,26.125,26.125,26.6875,26.6875,25.9375,26.3125,27.1875,26.4375,25.9375,26.75,25.9375,26.0,26.25,25.6875,43.1536515,-1.6116855833,POINT (-1.6116855833 43.1536515),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.6116855833,43.1536515,23,186.0
475,Boletus edulis,2023-11-16 11:44:19+01:00,1.5625,3.625,5.8125,0.25,1.5625,6.875,2.6875,6.9375,6.5,2.875,5.5,1.0625,0.6875,5.5,101186.0,101154.0,101173.0,101243.0,101278.0,101283.0,101181.0,101131.0,101158.0,101194.0,101252.0,101139.0,101110.0,101105.0,82.1875,84.625,81.4375,77.875,83.25,83.5,79.25,78.9375,82.5,82.625,85.9375,79.4375,80.0625,83.1875,0.018615723,0.018554688,0.018493652,0.018249512,0.018371582,0.018249512,0.018188477,0.01751709,0.017944336,0.018188477,0.018371582,0.018066406,0.017700195,0.017700195,27.375,26.75,27.375,27.9375,26.9375,26.75,27.625,27.0,26.6875,26.8125,26.375,27.375,26.9375,26.25,27.9375,27.375,28.0,28.4375,27.375,27.25,28.0,27.875,27.4375,27.625,27.1875,27.75,27.5625,26.6875,26.6875,25.9375,26.3125,27.1875,26.4375,25.9375,26.75,25.9375,26.0,26.25,25.6875,27.125,26.375,25.8125,43.2197435805,-1.8932824954,POINT (-1.8932824954 43.2197435805),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.8932824954,43.2197435805,23,345.0
485,Boletus edulis,2023-11-18 10:21:00+01:00,11.6875,1.1875,6.25,6.9375,8.5,0.8125,2.1875,3.3125,0.25,4.5625,10.0625,7.875,10.5625,2.8125,101175.0,101176.0,101194.0,101163.0,101174.0,101246.0,101274.0,101282.0,101178.0,101127.0,101161.0,101204.0,101254.0,101138.0,86.25,82.625,86.6875,87.5,82.3125,78.75,83.6875,82.4375,76.0,79.0625,83.625,84.875,85.9375,79.875,0.018981934,0.018920898,0.018981934,0.018676758,0.018554688,0.018310547,0.018493652,0.018310547,0.017944336,0.017700195,0.018005371,0.018188477,0.018310547,0.018066406,26.8125,27.5625,26.75,26.3125,27.25,27.8125,27.0,27.0625,28.0625,27.1875,26.5,26.4375,26.3125,27.3125,27.1875,28.0,27.125,26.5,27.9375,28.5,27.4375,27.375,28.4375,27.9375,27.0,27.375,27.125,27.6875,26.4375,27.1875,26.125,26.0625,25.9375,26.625,26.625,26.5,27.75,26.0,26.0,25.875,25.8125,26.75,42.6995291226,-2.4321379513,POINT (-2.4321379513 42.6995291226),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.4321379513,42.6995291226,23,736.0
526,Boletus edulis,2023-11-09 10:20:00+00:00,0.0625,0.3125,0.375,0.0,0.0,0.0,0.0,0.0625,0.375,1.625,7.4375,2.8125,0.0,0.0,89538.0,89458.0,89487.0,89529.0,89513.0,89598.0,89694.0,89707.0,89540.0,89603.0,89524.0,89338.0,89360.0,89532.0,52.375,53.125,45.4375,35.9375,39.8125,45.875,56.3125,65.75,63.25,66.5,67.0,45.75,38.0,41.125,0.013427734,0.013977051,0.0126953125,0.009643555,0.009399414,0.009643555,0.012023926,0.013977051,0.014282227,0.0134887695,0.013977051,0.012512207,0.010253906,0.011352539,26.9375,27.25,28.125,28.0625,25.875,24.0,24.125,23.5625,24.75,22.9375,23.0625,28.0625,28.25,28.5,32.0,30.9375,33.5625,34.5,32.0625,30.5,30.0,27.5,30.3125,27.0,25.5,33.8125,34.3125,34.0625,21.6875,24.5,22.9375,20.625,18.875,18.625,19.3125,20.0,19.625,19.1875,21.4375,22.75,21.625,23.0,28.0502059505,-15.575090535,POINT (-15.575090535 28.0502059505),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-15.575090535,28.0502059505,2,984.0
534,Boletus edulis,2023-10-07 13:23:46+02:00,0.0,2.25,2.1875,1.75,13.4375,0.4375,0.0,1.0625,1.625,2.0,0.9375,0.25,0.25,1.5,101323.0,101380.0,101490.0,101528.0,101466.0,101479.0,101452.0,101500.0,101487.0,101425.0,101348.0,101337.0,101394.0,101510.0,75.25,82.625,84.4375,82.0,86.9375,76.6875,75.125,83.5,84.8125,84.25,79.8125,77.375,76.75,80.5,0.016174316,0.017456055,0.01751709,0.01739502,0.017456055,0.016296387,0.015808105,0.01727295,0.01776123,0.01739502,0.016845703,0.016357422,0.016113281,0.016662598,26.5,26.25,25.9375,26.3125,25.375,26.3125,26.1875,25.875,26.0625,25.8125,26.125,26.25,26.125,25.875,26.9375,26.6875,26.6875,26.625,25.875,26.75,26.5,26.1875,26.5,26.375,26.4375,26.4375,26.3125,26.3125,26.125,25.0625,25.3125,25.8125,25.125,25.8125,25.6875,25.625,25.25,25.1875,25.875,25.9375,25.8125,24.9375,40.7208342697,-4.1730830313,POINT (-4.1730830313 40.7208342697),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-4.1730830313,40.7208342697,29,1376.0
555,Boletus edulis,2023-11-14 12:51:00+01:00,3.125,0.25,0.875,10.8125,5.3125,5.0,15.3125,1.0625,8.6875,8.625,9.4375,36.1875,31.6875,12.9375,101187.0,101273.0,101282.0,101305.0,101223.0,101166.0,101172.0,101244.0,101267.0,101168.0,101150.0,101136.0,101121.0,101113.0,82.875,77.3125,80.1875,87.1875,82.0625,85.0625,86.9375,77.9375,85.125,85.25,86.625,87.8125,87.0,87.375,0.018676758,0.018066406,0.018310547,0.018615723,0.018249512,0.018432617,0.018554688,0.017456055,0.018554688,0.018676758,0.018310547,0.018493652,0.018493652,0.018737793,27.25,27.875,27.5,26.375,27.0625,26.5625,26.3125,27.1875,26.75,26.75,26.125,26.0625,26.25,26.375,27.6875,28.125,28.3125,26.625,27.75,27.0625,26.8125,27.625,27.4375,27.375,27.0625,26.6875,26.625,26.75,26.4375,27.4375,26.0,26.0,25.875,25.9375,25.875,26.6875,26.0,25.9375,25.4375,25.5,25.75,25.9375,43.2252486149,-5.935661272,POINT (-5.935661272 43.2252486149),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-5.935661272,43.2252486149,27,1558.0
557,Boletus edulis,2023-11-14 11:13:26+01:00,4.0,3.9375,7.6875,7.375,2.1875,1.4375,0.4375,0.375,1.3125,12.5625,7.375,0.6875,8.9375,17.6875,101254.0,101316.0,101341.0,101347.0,101279.0,101212.0,101200.0,101297.0,101317.0,101239.0,101216.0,101199.0,101204.0,101196.0,85.625,82.75,84.375,86.25,84.5625,81.3125,78.3125,78.1875,79.375,85.875,87.875,80.625,85.0,87.0625,0.018920898,0.018371582,0.018371582,0.018554688,0.018554688,0.018249512,0.0178833,0.017578125,0.017944336,0.018493652,0.018676758,0.018066406,0.018615723,0.018676758,26.875,27.0,26.75,26.4375,26.8125,27.1875,27.5,27.25,27.3125,26.5,26.1875,27.1875,26.75,26.375,27.3125,27.625,27.375,27.125,27.4375,27.6875,27.6875,27.5,27.5625,27.125,26.625,27.5,27.375,27.125,26.375,26.3125,26.1875,25.6875,25.875,26.8125,27.1875,27.0625,26.5,25.875,25.8125,26.9375,25.875,25.8125,42.42540165,-8.65043614,POINT (-8.65043614 42.42540165),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.65043614,42.42540165,1,11.0
565,Boletus edulis,2023-11-11 16:58:00+01:00,13.4375,15.875,3.375,19.5625,8.5,11.5625,2.375,7.875,17.1875,13.6875,4.375,12.75,0.75,1.0,100635.0,100537.0,100486.0,100542.0,100568.0,100618.0,100507.0,100475.0,100493.0,100413.0,100408.0,100420.0,100428.0,100441.0,85.3125,86.9375,85.4375,87.375,83.6875,85.875,84.0,85.4375,92.9375,82.25,78.875,79.25,75.5625,75.0625,0.01928711,0.019836426,0.01940918,0.019226074,0.019165039,0.01953125,0.01928711,0.019592285,0.01928711,0.01953125,0.018981934,0.018920898,0.018615723,0.018432617,27.0625,27.1875,27.125,26.5,27.1875,27.125,27.25,27.25,25.5,27.875,28.125,27.8125,28.5,28.5,30.25,30.375,30.0625,29.375,29.3125,30.625,30.4375,30.3125,27.0,31.6875,32.4375,30.875,32.5,32.6875,24.625,25.125,24.5625,24.75,25.0625,25.25,24.6875,24.5,24.5,25.0,25.5,25.0625,25.375,25.375,40.5325891225,-1.7388612445,POINT (-1.7388612445 40.5325891225),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.7388612445,40.5325891225,24,1638.0
605,Boletus edulis,2023-11-11 13:02:55+01:00,7.375,2.1875,1.4375,0.4375,0.375,1.3125,12.5625,7.375,0.6875,8.9375,17.6875,7.375,1.375,9.0,101347.0,101279.0,101212.0,101200.0,101297.0,101317.0,101239.0,101216.0,101199.0,101204.0,101196.0,101172.0,101204.0,101194.0,86.25,84.5625,81.3125,78.3125,78.1875,79.375,85.875,87.875,80.625,85.0,87.0625,87.8125,80.375,81.8125,0.018554688,0.018554688,0.018249512,0.0178833,0.017578125,0.017944336,0.018493652,0.018676758,0.018066406,0.018615723,0.018676758,0.018615723,0.0178833,0.018188477,26.4375,26.8125,27.1875,27.5,27.25,27.3125,26.5,26.1875,27.1875,26.75,26.375,26.1875,27.0625,27.0,27.125,27.4375,27.6875,27.6875,27.5,27.5625,27.125,26.625,27.5,27.375,27.125,27.0,27.5625,27.5625,25.6875,25.875,26.8125,27.1875,27.0625,26.5,25.875,25.8125,26.9375,25.875,25.8125,25.8125,26.125,26.4375,42.4254829,-8.650393,POINT (-8.650393 42.4254829),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.650393,42.4254829,1,11.0
