Unnamed: 0,species,observed_on,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,Pres_1,Pres_2,Pres_3,Pres_4,Pres_5,Pres_6,Pres_7,Pres_8,Pres_9,Pres_10,Pres_11,Pres_12,Pres_13,Pres_14,RelHum_1,RelHum_2,RelHum_3,RelHum_4,RelHum_5,RelHum_6,RelHum_7,RelHum_8,RelHum_9,RelHum_10,RelHum_11,RelHum_12,RelHum_13,RelHum_14,SpecHum_1,SpecHum_2,SpecHum_3,SpecHum_4,SpecHum_5,SpecHum_6,SpecHum_7,SpecHum_8,SpecHum_9,SpecHum_10,SpecHum_11,SpecHum_12,SpecHum_13,SpecHum_14,Temp_1,Temp_2,Temp_3,Temp_4,Temp_5,Temp_6,Temp_7,Temp_8,Temp_9,Temp_10,Temp_11,Temp_12,Temp_13,Temp_14,Tmax_1,Tmax_2,Tmax_3,Tmax_4,Tmax_5,Tmax_6,Tmax_7,Tmax_8,Tmax_9,Tmax_10,Tmax_11,Tmax_12,Tmax_13,Tmax_14,Tmin_1,Tmin_2,Tmin_3,Tmin_4,Tmin_5,Tmin_6,Tmin_7,Tmin_8,Tmin_9,Tmin_10,Tmin_11,Tmin_12,Tmin_13,Tmin_14,latitude,longitude,geometry,cod_prov,name,cod_ccaa,cartodb_id,created_at,updated_at,longitude_3035,latitude_3035,LC,elevation
1629,Boletus edulis,2023-09-20 16:05:26+02:00,0.125,0.375,0.75,0.3125,1.1875,0.3125,5.0625,1.375,1.8125,0.25,1.0,0.0625,0.25,0.5625,101340.0,101328.0,101229.0,101246.0,101377.0,101403.0,101334.0,101402.0,101379.0,101362.0,101386.0,101425.0,101411.0,101344.0,79.375,79.375,80.25,79.125,79.9375,81.5,87.75,80.8125,83.625,82.375,82.75,75.5625,81.1875,82.375,0.016662598,0.016662598,0.016601562,0.016357422,0.016357422,0.016784668,0.017150879,0.016601562,0.017089844,0.016967773,0.016784668,0.015625,0.016601562,0.017028809,26.0625,26.0625,25.8125,25.8125,25.625,25.75,24.875,25.75,25.625,25.8125,25.5,25.875,25.6875,25.8125,26.25,26.3125,26.125,25.9375,26.0,25.875,25.125,26.0625,25.8125,26.0,25.8125,26.1875,25.8125,26.0,25.9375,25.75,25.5625,25.6875,25.25,25.625,24.625,25.3125,25.4375,25.625,25.125,25.4375,25.5625,25.6875,41.83074226,-1.9192531265,POINT (-1.9192531265 41.83074226),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.9192531265,41.83074226,12,1026.0
1676,Boletus edulis,2023-09-16 16:57:16+02:00,0.0,1.25,0.125,1.8125,0.1875,0.8125,0.375,1.125,0.1875,0.1875,0.0,0.8125,0.0,0.375,101503.0,101539.0,101498.0,101571.0,101503.0,101461.0,101528.0,101548.0,101533.0,101450.0,101481.0,101423.0,101466.0,101559.0,78.25,80.75,80.0625,80.125,80.1875,82.125,82.75,82.375,81.1875,82.0,79.8125,78.75,76.875,78.875,0.015686035,0.015808105,0.016052246,0.016235352,0.016296387,0.016540527,0.016601562,0.016052246,0.015991211,0.016357422,0.016052246,0.01574707,0.0154418945,0.0154418945,25.375,24.9375,25.375,25.5,25.5,25.375,25.375,24.9375,25.0,25.25,25.4375,25.3125,25.375,25.0,25.6875,25.25,25.5,25.8125,25.625,25.8125,25.625,25.375,25.25,25.6875,25.6875,25.625,25.6875,25.25,24.9375,24.5625,24.875,25.0625,25.3125,25.0625,24.5625,24.5,24.5625,24.6875,25.0625,25.0,25.0,24.5625,42.2099657378,-7.8030999005,POINT (-7.8030999005 42.2099657378),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-7.8030999005,42.2099657378,23,498.0
1686,Boletus edulis,2023-09-16 18:07:34+02:00,1.4375,0.3125,6.0,0.9375,3.0,0.5,2.9375,0.0625,0.25,0.5625,1.1875,1.0,1.8125,0.5,101371.0,101399.0,101329.0,101402.0,101374.0,101358.0,101381.0,101418.0,101413.0,101336.0,101330.0,101277.0,101291.0,101378.0,79.875,81.4375,88.5,80.375,84.3125,82.8125,85.25,74.625,80.875,82.5,82.1875,81.3125,83.5625,80.25,0.016479492,0.016845703,0.01739502,0.016662598,0.017333984,0.017211914,0.017211914,0.015625,0.016540527,0.017089844,0.01727295,0.016967773,0.016967773,0.016418457,25.8125,25.8125,25.0,25.875,25.75,25.875,25.4375,26.0625,25.6875,25.875,26.0625,26.0,25.5625,25.6875,26.0625,26.0,25.25,26.375,26.125,26.125,25.8125,26.375,25.9375,26.125,26.3125,26.25,26.125,25.875,25.5625,25.625,24.6875,25.3125,25.5,25.5625,24.9375,25.625,25.3125,25.625,25.8125,25.6875,24.6875,25.25,42.2374554196,-2.4961541971,POINT (-2.4961541971 42.2374554196),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.4961541971,42.2374554196,23,1052.0
1829,Boletus edulis,2023-09-10 11:53:03+02:00,0.875,1.375,0.125,0.6875,0.0625,0.3125,0.375,0.875,1.0625,0.3125,0.375,0.25,1.5625,1.625,101474.0,101496.0,101494.0,101405.0,101430.0,101368.0,101404.0,101503.0,101578.0,101642.0,101659.0,101692.0,101709.0,101771.0,82.375,79.3125,78.9375,83.5,81.1875,79.1875,79.0,81.125,78.75,77.1875,78.625,78.8125,85.5625,83.125,0.016662598,0.015991211,0.015808105,0.016784668,0.016540527,0.016174316,0.01586914,0.01586914,0.01586914,0.01550293,0.015686035,0.015686035,0.016235352,0.016662598,25.5,25.4375,25.375,25.375,25.625,25.6875,25.4375,24.9375,25.5,25.5,25.375,25.3125,24.5,25.375,25.875,25.8125,25.625,25.75,25.9375,25.9375,25.75,25.375,25.8125,25.6875,25.6875,25.5625,24.875,25.75,24.75,25.0,24.9375,24.875,25.25,25.1875,25.0,24.4375,25.25,25.0625,25.0625,25.0,23.9375,24.875,42.8491,-6.8704277778,POINT (-6.8704277778 42.8491),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-6.8704277778,42.8491,29,1147.0
1830,Boletus edulis,2023-09-10 11:53:15+02:00,0.875,1.375,0.125,0.6875,0.0625,0.3125,0.375,0.875,1.0625,0.3125,0.375,0.25,1.5625,1.625,101474.0,101496.0,101494.0,101405.0,101430.0,101368.0,101404.0,101503.0,101578.0,101642.0,101659.0,101692.0,101709.0,101771.0,82.375,79.3125,78.9375,83.5,81.1875,79.1875,79.0,81.125,78.75,77.1875,78.625,78.8125,85.5625,83.125,0.016662598,0.015991211,0.015808105,0.016784668,0.016540527,0.016174316,0.01586914,0.01586914,0.01586914,0.01550293,0.015686035,0.015686035,0.016235352,0.016662598,25.5,25.4375,25.375,25.375,25.625,25.6875,25.4375,24.9375,25.5,25.5,25.375,25.3125,24.5,25.375,25.875,25.8125,25.625,25.75,25.9375,25.9375,25.75,25.375,25.8125,25.6875,25.6875,25.5625,24.875,25.75,24.75,25.0,24.9375,24.875,25.25,25.1875,25.0,24.4375,25.25,25.0625,25.0625,25.0,23.9375,24.875,42.8490253212,-6.8705410883,POINT (-6.8705410883 42.8490253212),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-6.8705410883,42.8490253212,29,1147.0
2654,Boletus edulis,2015-11-21 15:39:22+01:00,5.0,3.3125,1.3125,0.8125,13.25,3.6875,2.8125,3.375,5.25,9.8125,4.5,9.5625,13.375,2.6875,100895.0,100972.0,101049.0,101075.0,101100.0,101054.0,100998.0,101099.0,101236.0,101200.0,101127.0,101176.0,101307.0,101227.0,84.4375,85.5,81.9375,77.5,81.75,81.125,84.9375,83.25,86.375,84.25,82.8125,85.0,84.875,82.6875,0.018554688,0.018615723,0.018432617,0.018005371,0.017944336,0.018493652,0.018493652,0.018249512,0.018737793,0.018249512,0.018188477,0.018127441,0.018005371,0.018249512,26.75,26.625,27.1875,27.75,26.875,27.4375,26.625,26.75,26.625,26.625,26.875,26.3125,26.3125,26.875,27.4375,27.125,27.8125,27.875,27.8125,28.0625,27.4375,27.5,27.125,27.5,27.5,27.125,27.4375,27.25,26.0625,26.0,26.5,27.5625,25.6875,26.125,26.0625,26.0,25.9375,25.8125,26.0625,25.625,25.4375,26.5625,42.36520758,-2.7609008571,POINT (-2.7609008571 42.36520758),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.7609008571,42.36520758,15,568.0
2655,Boletus edulis,2018-09-28 13:40:11+02:00,1.0625,1.25,0.0625,0.75,1.0625,0.75,0.75,0.5625,0.3125,0.0,0.0625,0.1875,0.0625,0.5625,100830.0,100872.0,100877.0,100956.0,100968.0,100950.0,100925.0,100874.0,100849.0,100912.0,100925.0,100857.0,100907.0,100947.0,71.875,69.25,65.625,68.8125,70.25,68.75,67.125,66.9375,64.375,65.0,62.6875,61.3125,60.375,66.875,0.016418457,0.016235352,0.015319824,0.015625,0.015808105,0.015625,0.015197754,0.015258789,0.0146484375,0.014282227,0.013671875,0.013305664,0.013122559,0.014587402,27.1875,27.8125,28.1875,27.4375,27.125,27.375,27.4375,27.625,27.75,27.125,26.875,26.875,27.0,26.8125,30.9375,32.4375,33.8125,32.8125,32.1875,32.4375,33.1875,33.375,33.5,33.25,32.125,32.1875,32.375,31.8125,24.25,24.5,23.5625,23.75,24.0,23.8125,23.25,23.9375,22.625,23.1875,22.5625,23.0,23.125,22.9375,42.6597390988,0.6414413074,POINT (0.6414413074 42.6597390988),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.6414413074,42.6597390988,31,2653.0
2656,Boletus edulis,2018-09-22 12:27:19+02:00,1.375,0.6875,1.1875,0.1875,1.5625,0.4375,0.125,0.0,0.25,2.0,28.1875,1.5,0.25,1.25,101377.0,101332.0,101319.0,101396.0,101382.0,101316.0,101362.0,101411.0,101398.0,101374.0,101416.0,101486.0,101415.0,101377.0,82.5,84.0625,85.75,77.8125,79.375,75.375,74.375,75.6875,82.3125,86.5625,87.875,83.75,82.25,86.5625,0.016540527,0.016967773,0.01739502,0.01550293,0.01586914,0.015136719,0.014892578,0.015136719,0.016479492,0.016967773,0.016906738,0.016540527,0.016235352,0.017150879,25.375,25.4375,25.5625,25.3125,25.25,25.4375,25.375,25.3125,25.3125,25.0,24.625,25.0625,25.125,25.125,25.5625,25.75,25.75,25.5,25.4375,25.75,25.5625,25.5,25.5,25.3125,24.9375,25.3125,25.375,25.4375,25.0625,25.0625,25.3125,25.1875,25.125,25.125,25.25,25.125,25.0,24.5625,24.5,24.8125,24.625,24.625,42.6952860793,-2.7014319813,POINT (-2.7014319813 42.6952860793),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.7014319813,42.6952860793,12,773.0
2657,Boletus edulis,2017-09-21 08:52:08+02:00,0.9375,6.625,3.125,0.375,0.0,0.0,0.875,1.625,1.1875,0.3125,0.6875,1.0,0.875,0.0625,101446.0,101542.0,101542.0,101479.0,101365.0,101301.0,101357.0,101399.0,101407.0,101383.0,101371.0,101397.0,101444.0,101478.0,82.875,88.6875,89.625,80.4375,71.0,80.375,82.625,81.8125,82.625,80.4375,79.6875,77.9375,76.0,79.3125,0.016906738,0.01727295,0.01739502,0.016418457,0.014221191,0.015930176,0.016357422,0.016357422,0.016418457,0.016113281,0.01586914,0.01550293,0.015319824,0.016052246,25.625,24.875,24.8125,25.625,25.375,25.125,25.125,25.3125,25.1875,25.3125,25.25,25.25,25.4375,25.5,25.6875,25.125,25.25,25.75,25.625,25.375,25.625,25.8125,25.4375,25.5625,25.4375,25.5,25.625,25.875,25.1875,24.4375,24.4375,25.4375,24.75,24.875,24.375,24.875,24.9375,24.75,24.9375,25.0,25.25,25.125,42.3137209943,-2.7552523051,POINT (-2.7552523051 42.3137209943),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.7552523051,42.3137209943,23,562.0
2658,Boletus edulis,2017-09-09 16:24:52+02:00,1.3125,0.0625,2.5625,2.25,0.4375,1.3125,0.375,0.5,1.625,0.25,0.0625,1.0,0.625,1.875,101452.0,101483.0,101476.0,101570.0,101648.0,101556.0,101440.0,101414.0,101411.0,101390.0,101354.0,101314.0,101367.0,101363.0,77.0,79.3125,88.3125,83.75,79.625,81.875,82.6875,84.375,84.75,79.875,80.25,81.5,80.625,85.3125,0.015380859,0.015991211,0.017089844,0.016479492,0.015930176,0.016418457,0.016479492,0.016662598,0.016662598,0.015991211,0.016113281,0.016113281,0.016174316,0.016723633,25.375,25.5,24.6875,25.0625,25.375,25.375,25.3125,25.125,25.0,25.3125,25.3125,25.0625,25.375,25.0,25.5625,25.875,25.125,25.25,25.4375,25.6875,25.625,25.3125,25.375,25.5625,25.5,25.375,25.6875,25.3125,25.125,25.125,24.4375,24.625,25.0625,25.0,24.75,24.9375,24.5,25.0625,25.0625,24.9375,24.9375,24.375,42.0648532921,-2.6508265082,POINT (-2.6508265082 42.0648532921),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.6508265082,42.0648532921,25,1490.0
2974,Boletus edulis,2023-07-02 11:30:21+02:00,0.3125,0.25,1.875,0.6875,1.5625,1.625,0.75,0.25,0.375,0.0,0.0625,0.0,0.125,0.4375,101245.0,101171.0,101058.0,101057.0,101006.0,100914.0,100866.0,100819.0,100913.0,100930.0,100862.0,100829.0,100814.0,100862.0,63.75,66.625,70.3125,69.125,71.0625,68.1875,66.5625,61.6875,64.625,60.375,66.8125,67.125,67.375,69.375,0.013061523,0.013977051,0.015136719,0.015014648,0.0154418945,0.015136719,0.014892578,0.014099121,0.014404297,0.013916016,0.014953613,0.015319824,0.015319824,0.015686035,25.625,26.0,26.375,26.5625,26.4375,26.875,27.125,27.5,27.125,27.875,27.125,27.5625,27.625,27.3125,29.75,29.6875,30.4375,30.25,29.25,30.1875,30.5625,31.9375,31.25,32.875,30.625,32.4375,32.8125,31.75,22.8125,22.6875,24.0,23.75,24.125,24.0625,24.125,23.9375,23.75,24.1875,24.1875,23.6875,23.625,24.0,42.6608883333,0.8681966667,POINT (0.8681966667 42.6608883333),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,0.8681966667,42.6608883333,23,1444.0
2987,Boletus edulis,2023-06-27 09:26:07+02:00,1.0625,0.75,0.375,0.875,0.375,1.5,1.0625,0.3125,2.625,2.875,1.9375,0.375,0.0,0.0,101414.0,101377.0,101352.0,101417.0,101454.0,101368.0,101346.0,101328.0,101372.0,101419.0,101431.0,101374.0,101446.0,101372.0,75.625,75.6875,71.875,74.5,75.125,77.3125,78.5,76.75,82.6875,83.8125,78.125,73.375,70.4375,74.0,0.016235352,0.016174316,0.015563965,0.015991211,0.016235352,0.016662598,0.016906738,0.016845703,0.017333984,0.017822266,0.017211914,0.016357422,0.015686035,0.016601562,26.5,26.4375,26.6875,26.5625,26.6875,26.625,26.625,26.875,26.125,26.3125,26.9375,27.1875,27.1875,27.3125,27.1875,27.375,27.375,27.25,27.5,27.4375,27.8125,27.6875,26.6875,27.1875,28.0,27.9375,28.125,28.125,25.6875,25.5625,25.6875,25.4375,25.75,25.9375,25.875,26.125,25.25,25.625,25.875,26.4375,26.4375,26.6875,41.8184759722,-1.824062,POINT (-1.824062 41.8184759722),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.824062,41.8184759722,25,1088.0
3048,Boletus edulis,2022-11-25 11:39:00+01:00,4.6875,1.0625,0.0625,0.6875,0.25,0.0625,0.4375,0.125,0.0,0.8125,0.6875,0.1875,0.0,0.0,101310.0,101311.0,101300.0,101196.0,101094.0,101167.0,101246.0,101232.0,101217.0,101196.0,101292.0,101330.0,101388.0,101391.0,84.1875,79.5,78.375,79.875,79.75,78.625,76.125,75.5,77.6875,80.1875,81.125,77.6875,73.5625,76.0,0.017944336,0.01739502,0.017578125,0.017700195,0.017822266,0.01751709,0.016845703,0.016479492,0.016662598,0.017211914,0.017456055,0.017150879,0.01574707,0.016174316,26.3125,26.875,27.25,26.9375,27.125,27.125,27.0,26.75,26.5,26.5,26.5,26.9375,26.5,26.375,27.375,27.5,27.5,27.25,27.3125,27.375,27.25,27.0625,26.6875,26.8125,26.8125,27.125,26.8125,26.75,25.4375,25.875,27.0,26.75,26.875,26.75,26.625,26.375,26.25,26.0625,26.375,26.625,26.0,26.1875,42.1464237184,-7.5915635812,POINT (-7.5915635812 42.1464237184),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-7.5915635812,42.1464237184,27,746.0
3050,Boletus edulis,2022-10-06 14:43:34+02:00,0.8125,0.1875,0.875,0.625,0.625,1.0,0.4375,1.375,1.1875,1.25,2.5625,0.6875,0.125,0.75,101366.0,101397.0,101330.0,101311.0,101370.0,101474.0,101386.0,101339.0,101348.0,101402.0,101382.0,101293.0,101324.0,101367.0,83.0625,81.6875,81.8125,75.125,76.8125,79.75,79.125,81.5625,80.3125,84.75,86.4375,85.4375,81.6875,78.9375,0.016845703,0.016662598,0.016479492,0.015014648,0.015136719,0.015808105,0.01586914,0.016235352,0.015991211,0.016601562,0.017089844,0.017089844,0.016418457,0.015625,25.5625,25.6875,25.4375,25.3125,25.125,25.1875,25.3125,25.1875,25.125,25.0,25.0625,25.25,25.3125,25.125,26.0625,26.0625,25.875,25.5625,25.375,25.5625,25.625,25.4375,25.5625,25.25,25.25,25.4375,25.6875,25.4375,24.8125,25.4375,24.4375,24.6875,24.6875,24.6875,24.75,24.75,24.9375,24.625,24.75,25.0625,25.0,24.875,42.836325,-0.7099222222,POINT (-0.7099222222 42.836325),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-0.7099222222,42.836325,24,1174.0
3051,Boletus edulis,2022-11-24 13:25:00+01:00,1.0625,0.1875,0.5,0.375,0.1875,0.3125,0.125,0.0,0.25,1.1875,0.25,0.0,0.0,0.0,101309.0,101300.0,101194.0,101092.0,101163.0,101244.0,101232.0,101216.0,101196.0,101290.0,101328.0,101387.0,101391.0,101356.0,79.5,78.375,79.8125,79.75,78.25,76.1875,75.9375,78.1875,80.5,81.5625,79.75,74.125,76.125,78.75,0.017456055,0.017578125,0.01763916,0.01776123,0.017456055,0.016784668,0.016540527,0.016723633,0.017211914,0.01751709,0.017456055,0.01586914,0.016113281,0.016723633,26.8125,27.1875,26.9375,27.0625,27.0625,26.9375,26.6875,26.375,26.375,26.4375,26.8125,26.4375,26.3125,26.25,27.375,27.375,27.25,27.3125,27.25,27.1875,26.9375,26.625,26.6875,26.6875,27.0,26.6875,26.5625,26.625,25.9375,27.0,26.6875,26.8125,26.8125,26.5625,26.4375,26.0625,26.125,26.1875,26.625,25.9375,26.125,25.8125,42.1335096519,-7.6235715315,POINT (-7.6235715315 42.1335096519),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-7.6235715315,42.1335096519,12,623.0
3135,Boletus edulis,2022-10-16 11:20:11+02:00,2.125,2.0,0.6875,1.0,1.4375,0.4375,0.625,1.375,1.0625,1.0625,0.25,1.5625,1.0625,1.375,101319.0,101207.0,101296.0,101380.0,101421.0,101484.0,101499.0,101430.0,101341.0,101311.0,101358.0,101394.0,101321.0,101296.0,85.4375,84.125,77.8125,77.875,78.5,78.0625,78.625,81.5625,82.375,80.0625,79.9375,81.875,79.875,75.3125,0.017211914,0.016784668,0.01586914,0.015808105,0.01574707,0.01586914,0.015930176,0.016357422,0.016479492,0.016174316,0.016540527,0.016723633,0.016357422,0.015136719,25.375,25.1875,25.625,25.5625,25.4375,25.5625,25.5,25.375,25.25,25.5,25.875,25.625,25.6875,25.4375,25.8125,25.5,25.8125,25.9375,25.75,25.75,26.125,25.6875,25.9375,25.875,26.1875,25.875,25.9375,25.875,24.9375,25.0,25.375,25.3125,25.125,25.25,24.875,24.8125,24.8125,24.875,25.3125,25.3125,25.125,25.0,43.010237,-1.587208,POINT (-1.587208 43.010237),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-1.587208,43.010237,23,921.0
3225,Boletus edulis,2022-11-10 19:30:07+01:00,0.0625,1.3125,0.1875,0.375,0.25,0.625,0.0,0.3125,0.4375,0.5625,0.0,0.0,0.1875,1.25,101296.0,101294.0,101398.0,101457.0,101473.0,101392.0,101320.0,101346.0,101452.0,101481.0,101395.0,101314.0,101273.0,101325.0,83.4375,83.1875,80.375,82.5,81.0,79.125,78.0,79.375,80.5,76.125,78.625,80.0,80.1875,82.8125,0.017578125,0.01739502,0.017028809,0.017333984,0.016906738,0.016479492,0.016113281,0.016235352,0.016357422,0.015563965,0.016052246,0.016113281,0.016357422,0.016601562,26.125,26.0,26.25,26.125,26.0,26.0,25.8125,25.6875,25.625,25.75,25.625,25.375,25.625,25.3125,26.3125,26.25,26.375,26.3125,26.1875,26.5,26.1875,26.0625,25.8125,26.25,25.9375,25.6875,25.875,25.6875,25.8125,25.75,26.0625,26.0625,25.6875,25.3125,25.3125,25.375,25.0625,25.1875,25.3125,25.0,25.1875,24.9375,42.1723225997,-8.6868596077,POINT (-8.6868596077 42.1723225997),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.6868596077,42.1723225997,3,472.0
3258,Boletus edulis,2022-10-19 13:59:26+02:00,0.25,0.0,0.0,0.0625,0.8125,0.1875,0.0,0.0625,0.0,0.0,0.1875,0.625,0.4375,0.625,101586.0,101638.0,101644.0,101506.0,101377.0,101494.0,101586.0,101637.0,101682.0,101720.0,101636.0,101562.0,101519.0,101560.0,75.0,76.3125,78.375,78.5625,79.9375,76.0,77.4375,76.3125,76.125,76.1875,76.625,77.125,79.25,77.4375,0.0146484375,0.014770508,0.015136719,0.015197754,0.015258789,0.014404297,0.014709473,0.014465332,0.014404297,0.014526367,0.0146484375,0.014831543,0.015258789,0.015014648,25.0,24.8125,24.75,24.8125,24.5625,24.5,24.5,24.4375,24.5,24.5625,24.625,24.6875,24.75,24.8125,25.375,25.1875,25.25,25.25,24.9375,24.75,24.75,24.6875,24.875,24.875,24.875,25.0625,24.9375,25.125,24.5,24.375,24.1875,24.3125,24.25,24.125,24.1875,24.125,24.0,24.1875,24.25,23.8125,24.5,24.5625,43.1373945,-8.847105,POINT (-8.847105 43.1373945),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.847105,43.1373945,23,277.0
3269,Boletus edulis,2022-10-19 10:10:00+02:00,0.0,0.0,0.0,0.125,0.8125,0.125,0.125,0.1875,0.0625,0.125,0.5,0.9375,0.625,0.9375,101580.0,101633.0,101640.0,101498.0,101371.0,101486.0,101576.0,101628.0,101674.0,101708.0,101625.0,101552.0,101512.0,101549.0,74.5625,75.6875,78.0,78.375,79.5625,74.625,77.75,76.0,76.75,76.875,76.8125,77.5625,80.0,79.0625,0.0146484375,0.014831543,0.015197754,0.015319824,0.015319824,0.014404297,0.014892578,0.014526367,0.014587402,0.014709473,0.014709473,0.014831543,0.0154418945,0.015258789,25.125,25.0,24.9375,25.0,24.6875,24.8125,24.625,24.625,24.5625,24.6875,24.6875,24.625,24.75,24.75,25.375,25.3125,25.375,25.375,24.9375,25.125,25.0,24.9375,24.9375,25.0,24.9375,25.1875,25.0,25.25,24.75,24.625,24.375,24.5,24.25,24.25,24.3125,24.1875,24.0625,24.1875,24.4375,23.75,24.4375,24.5,43.3624693363,-8.311204583,POINT (-8.311204583 43.3624693363),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.311204583,43.3624693363,2,136.0
3459,Boletus edulis,2022-11-01 00:30:00+01:00,0.5625,0.0,0.0625,0.125,1.5625,2.5,0.0,0.0625,0.375,0.125,0.4375,1.6875,0.0,0.1875,101474.0,101404.0,101314.0,101272.0,101319.0,101463.0,101441.0,101375.0,101462.0,101653.0,101615.0,101575.0,101534.0,101579.0,77.375,78.25,80.1875,80.375,82.625,83.625,76.9375,79.875,81.625,80.625,80.5625,80.3125,74.8125,75.0,0.015808105,0.015991211,0.016235352,0.016357422,0.016723633,0.016601562,0.0154418945,0.015930176,0.016418457,0.015991211,0.015991211,0.0154418945,0.014526367,0.014709473,25.75,25.6875,25.5,25.5625,25.5,25.1875,25.375,25.25,25.375,25.1875,25.1875,24.6875,24.9375,25.0625,26.375,26.25,25.8125,25.8125,25.875,25.4375,25.6875,25.625,25.9375,25.5625,25.375,25.0,25.1875,25.3125,25.25,25.125,25.1875,25.25,25.125,25.0,24.8125,24.875,25.0,24.875,24.8125,24.5,24.5625,24.625,43.3260347529,-8.4096002986,POINT (-8.4096002986 43.3260347529),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-8.4096002986,43.3260347529,29,149.0
3593,Boletus edulis,2022-12-19 13:11:55+01:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.1875,0.0625,0.0,0.0,0.0,0.0,100937.0,100996.0,100962.0,101005.0,101043.0,101154.0,101148.0,101093.0,101143.0,101111.0,101149.0,101171.0,101100.0,101153.0,78.625,76.875,75.9375,73.6875,73.8125,73.6875,74.625,76.0,74.125,75.4375,75.3125,74.0625,72.3125,74.0625,0.017456055,0.017211914,0.017028809,0.016662598,0.016906738,0.016845703,0.017089844,0.01763916,0.017211914,0.01739502,0.017578125,0.01727295,0.016906738,0.016967773,26.9375,27.125,27.1875,27.375,27.5,27.5,27.5625,27.75,27.8125,27.625,27.8125,27.875,27.9375,27.625,27.25,27.3125,27.4375,27.5625,27.875,27.8125,27.75,28.0625,28.3125,28.0,28.0625,28.0625,28.3125,27.9375,26.5,26.75,26.625,27.0,27.25,27.125,27.25,27.5,27.3125,27.25,27.5,27.625,27.4375,27.0625,43.097647,-2.999972,POINT (-2.999972 43.097647),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-2.999972,43.097647,2,181.0
3611,Boletus edulis,2022-10-06 12:34:43+02:00,0.625,2.0,0.75,1.5625,0.0625,0.8125,0.875,1.9375,0.25,1.8125,1.75,2.4375,0.6875,1.875,101395.0,101437.0,101354.0,101318.0,101406.0,101495.0,101404.0,101359.0,101388.0,101421.0,101409.0,101307.0,101330.0,101372.0,81.25,84.8125,79.4375,78.0625,66.5625,76.0,76.6875,78.9375,76.625,82.0,82.4375,88.0,81.0,79.8125,0.016601562,0.016967773,0.016235352,0.015625,0.013305664,0.015197754,0.0154418945,0.01586914,0.0154418945,0.016296387,0.016723633,0.01727295,0.016601562,0.01586914,25.625,25.3125,25.6875,25.3125,25.4375,25.375,25.4375,25.375,25.4375,25.1875,25.5625,25.0,25.625,25.1875,25.875,25.5,25.875,25.625,26.0,25.9375,25.75,25.6875,25.6875,25.5,25.8125,25.375,26.0,25.8125,25.4375,24.9375,25.25,24.5,24.75,25.0625,24.9375,24.875,25.125,24.75,25.1875,24.5,25.0,24.375,43.3439818889,-3.3517255182,POINT (-3.3517255182 43.3439818889),7,Illes Balears,3,7,2014-09-30,2014-12-25 01:56:10,-3.3517255182,43.3439818889,23,236.0
